Employee ID,Departments,Promoted,Review,Projects,Salary,Tenure,Satisfaction,averageWorkingHours_month,left
30025498,Marketing,0,0.6,4,Medium,3,0.51,140,0
30025499,Marketing,0,0.74,3,Medium,4,0.73,254,0
30025500,Sales,0,0.67,3,Medium,3,0.65,245,0
30025501,Sales,0,0.48,2,Medium,2,0.64,157,0
30025502,Sales,0,0.49,3,Medium,3,0.77,265,0
30025503,Sales,0,0.79,4,HIgh,3,0.71,261,0
30025504,Sales,0,0.38,6,HIgh,6,0.2,212,0
30025505,Sales,0,0.57,4,HIgh,3,0.99,216,0
30025506,Sales,0,0.57,4,HIgh,3,0.77,238,0
30025507,Sales,0,0.56,2,HIgh,3,0.8,204,0
30025508,Sales,0,0.5,4,HIgh,2,0.97,216,0
30025509,Sales,0,0.53,4,HIgh,3,0.89,208,0
30025510,Sales,0,0.7,4,HIgh,2,0.97,218,0
30025511,Sales,0,0.99,5,Low,4,0.23,176,0
30025512,Sales,0,0.75,4,Low,2,0.6,144,0
30025513,Sales,0,0.63,5,Low,3,0.52,241,0
30025514,Sales,0,0.63,3,Low,2,0.86,271,0
30025515,Sales,0,0.95,4,Low,3,0.86,184,0
30025516,Sales,0,0.58,3,Low,2,0.76,262,0
30025517,Sales,0,0.77,6,Low,6,0.79,233,0
30025518,Sales,0,0.52,3,Low,3,0.35,155,0
30025519,Accounting,0,0.97,5,Medium,2,1,141,0
30025520,Accounting,0,0.8,6,Medium,5,0.2,251,0
30025521,Accounting,0,0.62,5,Medium,3,0.57,141,0
30025522,Human Resource,0,0.46,4,Medium,5,0.23,274,0
30025523,Human Resource,0,0.97,3,Medium,2,0.82,160,0
30025524,Human Resource,0,0.8,3,Medium,2,0.98,166,0
30025525,Human Resource,0,0.7,4,Medium,3,0.52,219,0
30025526,Technical,0,0.61,4,Medium,6,0.96,158,0
30025527,Technical,0,0.64,4,Medium,4,0.69,190,0
30025528,Technical,0,0.77,5,Medium,2,0.92,191,0
30025529,Technical,0,0.43,4,Medium,5,0.91,117,0
30025530,Technical,0,0.96,4,Medium,6,0.85,240,0
30025531,Technical,0,0.77,4,Medium,2,0.91,239,0
30025532,Technical,0,0.55,4,Medium,3,0.79,145,0
30025533,Technical,0,0.95,3,Medium,4,0.74,157,0
30025534,Technical,0,0.72,3,Medium,3,0.73,166,0
30025535,Technical,0,0.98,4,Medium,2,0.55,137,0
30025536,Technical,0,0.97,5,Medium,4,0.79,208,0
30025537,Support,0,0.51,4,Medium,2,0.53,174,0
30025538,Support,0,0.6,3,Medium,3,0.7,267,0
30025539,Support,0,0.56,3,Medium,6,0.74,125,0
30025540,Support,0,0.76,4,Medium,3,0.95,220,0
30025541,Support,0,0.57,4,Medium,3,0.49,141,0
30025542,Support,0,0.9,5,HIgh,3,0.79,146,0
30025543,Support,0,0.86,3,Low,2,0.99,166,0
30025544,Support,0,0.79,4,Medium,2,0.56,197,0
30025545,Support,0,0.79,4,Medium,2,0.7,240,0
30025546,Support,0,0.65,4,Medium,3,0.93,258,0
30025547,Support,0,0.66,6,Medium,3,0.46,229,0
30025548,Technical,0,0.61,5,Medium,4,0.24,252,0
30025549,Technical,0,0.41,3,Medium,3,0.32,138,0
30025550,Technical,0,0.78,4,Medium,3,0.5,208,0
30025551,Management,0,0.72,3,Medium,3,0.58,113,0
30025552,IT,0,0.81,4,Medium,4,0.83,209,0
30025553,IT,0,0.42,2,Medium,4,0.57,248,0
30025554,IT,0,0.83,5,Low,3,0.51,161,0
30025555,IT,0,0.96,2,Low,2,0.65,246,0
30025556,IT,0,0.41,3,Low,3,0.52,283,0
30025557,Product Management,0,0.7,3,Low,2,0.77,145,0
30025558,Product Management,0,0.77,3,Low,3,0.42,270,0
30025559,Product Management,0,0.79,4,Low,4,0.68,273,0
30025560,Product Management,0,0.92,4,Low,6,0.83,187,0
30025561,IT,0,0.63,3,HIgh,3,0.66,166,0
30025562,Research and Development,0,0.57,3,Low,2,0.75,158,0
30025563,Research and Development,0,0.48,4,HIgh,3,0.65,229,0
30025564,Research and Development,0,0.6,3,HIgh,3,0.49,191,0
30025565,Research and Development,0,0.96,3,Low,2,0.77,232,0
30025566,Research and Development,0,0.97,3,Low,3,0.65,198,0
30025567,Marketing,0,0.49,5,HIgh,4,0.65,238,0
30025568,Sales,0,0.58,2,Low,2,0.44,157,0
30025569,Accounting,0,0.72,4,Medium,2,0.61,134,0
30025570,Support,0,0.89,3,HIgh,3,0.98,150,0
30025571,Technical,0,0.88,5,Medium,2,0.68,256,0
30025572,Management,0,0.5,3,Medium,3,0.58,208,0
30025573,Marketing,0,0.92,3,Medium,3,0.81,136,0
30025574,Marketing,0,0.5,4,Medium,3,0.76,136,0
30025575,Marketing,0,0.93,4,HIgh,4,0.14,180,0
30025576,Sales,0,0.91,3,Medium,3,0.49,227,0
30025577,Sales,0,0.78,5,Medium,3,0.97,156,0
30025578,Sales,0,0.6,4,Medium,4,0.91,133,0
30025579,Sales,0,0.98,2,HIgh,2,0.15,96,0
30025580,Sales,0,0.63,3,Medium,3,0.82,171,0
30025581,Sales,0,0.87,3,HIgh,4,0.67,177,0
30025582,Sales,0,0.96,4,Low,3,0.5,274,0
30025583,Sales,0,0.39,2,Medium,3,0.57,145,0
30025584,Sales,0,0.94,5,Medium,2,0.99,221,0
30025585,Sales,0,0.94,3,Medium,2,0.97,202,0
30025586,Sales,0,0.58,5,Medium,2,0.93,238,0
30025587,Sales,0,0.6,4,Low,2,0.62,170,0
30025588,Sales,0,0.51,4,Low,2,0.62,208,0
30025589,Sales,0,0.61,4,Low,3,0.96,199,0
30025590,Sales,0,0.96,4,Low,3,0.98,253,0
30025591,Sales,0,0.57,4,Low,3,0.52,239,0
30025592,Sales,0,0.77,5,Low,4,0.56,279,0
30025593,Sales,0,0.41,6,Low,3,0.14,114,0
30025594,Sales,0,0.38,6,Low,5,0.29,105,0
30025595,Accounting,0,0.81,4,Low,3,0.76,193,0
30025596,Accounting,0,0.58,3,Low,3,0.39,152,0
30025597,Accounting,0,0.72,4,HIgh,2,0.96,228,0
30025598,Human Resource,0,0.93,3,Low,4,0.84,242,0
30025599,Human Resource,0,0.62,4,Low,3,0.81,197,0
30025600,Human Resource,0,0.51,5,Low,4,0.51,222,0
30025601,Human Resource,0,0.75,3,Low,3,0.87,222,0
30025602,Technical,0,0.77,5,HIgh,4,0.94,233,0
30025603,Technical,0,0.97,4,Low,3,0.69,264,0
30025604,Technical,0,0.53,3,Low,3,0.44,132,0
30025605,Technical,0,0.55,5,Low,3,0.85,182,0
30025606,Technical,0,0.86,6,HIgh,3,0.18,264,0
30025607,Technical,0,0.74,6,Low,2,0.91,253,0
30025608,Technical,0,0.83,3,Medium,3,0.81,193,0
30025609,Technical,0,0.59,5,HIgh,2,0.82,143,0
30025610,Technical,0,0.79,3,Medium,2,0.48,180,0
30025611,Technical,0,0.84,3,HIgh,3,0.92,220,0
30025612,Technical,0,0.88,5,Medium,4,0.94,150,0
30025613,Support,0,0.56,3,Medium,3,1,182,0
30025614,Support,0,0.91,3,Medium,3,0.96,257,0
30025615,Support,0,0.74,3,Medium,4,0.24,269,0
30025616,Support,0,0.89,5,Medium,3,0.62,243,0
30025617,Support,0,0.76,4,Medium,3,0.55,257,0
30025618,Support,0,0.52,5,Medium,2,0.82,233,0
30025619,Support,0,0.56,4,Medium,4,0.62,267,0
30025620,Support,0,0.69,4,HIgh,2,0.61,160,0
30025621,Support,0,0.52,3,Low,4,0.72,143,0
30025622,Support,0,0.76,4,Medium,2,0.45,143,0
30025623,Support,0,0.93,3,Medium,4,0.51,162,0
30025624,Technical,0,0.53,3,Medium,5,0.42,181,0
30025625,Technical,0,0.64,3,Medium,3,0.69,286,0
30025626,Technical,0,0.66,2,Medium,3,0.61,111,0
30025627,Management,0,0.98,5,Medium,4,0.5,177,0
30025628,IT,0,0.68,4,Medium,5,0.25,279,0
30025629,IT,0,0.89,4,Medium,3,0.88,135,0
30025630,IT,0,0.66,3,Medium,2,0.81,160,0
30025631,IT,0,0.77,3,HIgh,4,0.75,178,0
30025632,IT,0,0.8,3,Low,3,0.77,147,0
30025633,Product Management,0,0.72,3,Low,2,0.55,204,0
30025634,Product Management,0,0.73,5,Low,2,0.7,151,0
30025635,Product Management,0,0.78,3,HIgh,2,0.96,209,0
30025636,Product Management,0,0.73,6,Low,4,0.18,225,0
30025637,IT,0,0.62,6,Low,3,0.22,142,0
30025638,Research and Development,0,0.49,3,Low,2,0.95,158,0
30025639,Research and Development,0,0.71,2,HIgh,4,0.37,139,0
30025640,Research and Development,0,0.45,3,Low,2,0.84,263,0
30025641,Research and Development,0,0.68,3,Low,3,0.8,160,0
30025642,Research and Development,0,0.55,2,Low,2,0.57,173,0
30025643,Marketing,0,0.63,3,Low,2,0.98,169,0
30025644,Sales,0,0.62,3,Low,3,0.95,161,0
30025645,Accounting,0,0.65,4,Low,3,0.8,172,0
30025646,Support,0,0.7,3,Low,3,0.52,257,0
30025647,Technical,0,0.62,2,Medium,3,0.31,139,0
30025648,Management,0,0.59,5,Medium,2,0.71,245,0
30025649,Marketing,0,0.85,3,Medium,3,0.71,260,0
30025650,Marketing,0,0.96,5,Medium,4,0.5,229,0
30025651,Marketing,0,0.9,2,Medium,5,0.95,129,0
30025652,Sales,0,0.77,3,Medium,4,0.95,184,0
30025653,Sales,0,0.85,4,Medium,3,0.65,204,0
30025654,Sales,0,0.72,3,Medium,2,0.94,152,0
30025655,Sales,0,0.85,4,Medium,3,0.72,142,0
30025656,Sales,0,0.79,4,Medium,2,0.94,136,0
30025657,Sales,0,0.94,4,Medium,4,0.79,216,0
30025658,Sales,0,0.58,3,Medium,3,0.6,201,0
30025659,Sales,0,0.76,4,HIgh,3,0.62,163,0
30025660,Sales,0,0.74,4,Low,5,0.94,224,0
30025661,Sales,0,0.5,4,Medium,3,0.24,209,0
30025662,Sales,0,0.71,5,Medium,4,0.17,257,0
30025663,Sales,0,0.83,4,Medium,4,0.66,234,0
30025664,Sales,0,0.56,3,Medium,2,0.65,221,0
30025665,Sales,0,0.62,2,Low,2,0.51,186,0
30025666,Sales,0,0.75,4,Low,3,0.41,199,0
30025667,Sales,0,0.99,3,Low,3,0.98,235,0
30025668,Sales,0,0.55,5,Low,2,0.96,211,0
30025669,Sales,0,0.97,4,Low,4,0.55,136,0
30025670,Sales,0,0.71,4,Low,3,0.99,155,0
30025671,Accounting,0,0.98,4,Low,3,0.51,269,0
30025672,Accounting,0,0.9,3,Low,3,0.74,285,0
30025673,Accounting,0,0.87,5,Low,3,0.81,241,0
30025674,Human Resource,0,0.87,3,Low,4,0.51,180,0
30025675,Human Resource,0,0.55,5,Low,2,0.53,224,0
30025676,Human Resource,0,0.48,6,Low,2,0.67,107,0
30025677,Human Resource,0,0.64,2,Low,2,0.68,167,0
30025678,Technical,0,0.63,3,Low,3,0.69,137,0
30025679,Technical,0,0.65,4,Low,3,0.71,239,0
30025680,Technical,0,0.56,3,Low,3,0.64,239,0
30025681,Technical,0,0.58,3,Low,2,0.62,148,0
30025682,Technical,0,0.5,4,Low,3,0.81,231,0
30025683,Technical,0,0.54,4,Low,2,0.84,179,0
30025684,Technical,0,0.67,3,Low,2,1,181,0
30025685,Technical,0,0.73,5,Low,4,0.72,184,0
30025686,Technical,0,0.67,3,Medium,2,0.57,207,0
30025687,Technical,0,0.99,4,Medium,4,0.73,152,0
30025688,Technical,0,0.59,4,Medium,4,0.91,133,0
30025689,Support,0,0.85,4,Medium,3,0.98,178,0
30025690,Support,0,0.95,4,Medium,3,0.58,173,0
30025691,Support,0,0.52,2,Medium,5,0.73,113,0
30025692,Support,0,0.95,3,Medium,2,0.96,236,0
30025693,Support,0,0.98,3,Medium,5,0.57,188,0
30025694,Support,0,0.73,3,Medium,2,0.77,269,0
30025695,Support,0,0.85,2,Medium,3,0.3,203,0
30025696,Support,0,0.75,3,Medium,3,0.85,214,0
30025697,Support,0,0.83,2,Medium,6,0.49,185,0
30025698,Support,0,0.43,4,HIgh,6,0.77,265,0
30025699,Support,0,0.99,4,Low,4,1,184,0
30025700,Technical,0,0.74,3,Medium,3,0.85,157,0
30025701,Technical,0,0.75,3,Medium,3,0.87,258,0
30025702,Technical,0,0.79,3,Medium,6,0.9,222,0
30025703,Management,0,0.8,5,Medium,4,0.71,248,0
30025704,IT,0,0.56,5,Low,4,0.59,162,0
30025705,IT,0,0.74,3,Low,3,0.85,250,0
30025706,IT,0,0.82,4,Low,3,0.72,231,0
30025707,IT,0,0.65,3,Low,3,0.73,165,0
30025708,IT,0,0.54,3,Low,2,0.9,272,0
30025709,Product Management,0,0.65,4,Low,2,0.59,177,0
30025710,Product Management,0,0.9,3,Low,3,0.52,133,0
30025711,Product Management,0,0.49,4,Low,3,0.85,159,0
30025712,Product Management,0,0.4,3,Low,3,0.35,130,0
30025713,IT,0,0.68,3,Low,4,0.7,185,0
30025714,Research and Development,0,0.86,3,Low,3,0.58,182,0
30025715,Research and Development,0,0.5,2,Low,4,0.89,238,0
30025716,Research and Development,0,0.63,3,Low,3,0.54,211,0
30025717,Research and Development,0,0.89,4,Low,3,0.55,209,0
30025718,Research and Development,0,0.62,5,Low,3,0.77,190,0
30025719,Marketing,0,0.61,4,Low,4,0.55,272,0
30025720,Sales,0,0.77,3,Low,3,0.6,202,0
30025721,Accounting,0,0.9,4,Low,3,0.75,185,0
30025722,Support,0,0.88,3,Low,3,0.57,176,0
30025723,Technical,0,0.94,4,Low,3,0.69,239,0
30025724,Management,0,0.98,4,Low,3,0.87,238,0
30025725,Marketing,0,0.36,5,Medium,6,0.69,269,0
30025726,Marketing,0,0.92,3,Medium,5,0.58,232,0
30025727,Marketing,0,0.64,2,Medium,6,0.87,148,0
30025728,Sales,0,0.77,3,Medium,2,0.71,149,0
30025729,Sales,0,0.78,4,Medium,2,0.74,203,0
30025730,Sales,0,0.53,5,Medium,3,0.75,235,0
30025731,Sales,0,0.54,2,Medium,2,0.5,269,0
30025732,Sales,0,0.86,4,Medium,2,0.59,260,0
30025733,Sales,0,0.84,3,Medium,3,0.81,216,0
30025734,Sales,0,0.55,3,Medium,2,0.34,136,0
30025735,Sales,0,0.87,5,Medium,3,0.53,158,0
30025736,Sales,0,0.85,4,Medium,4,0.94,180,0
30025737,Sales,0,0.77,5,HIgh,2,0.76,133,0
30025738,Sales,0,0.58,5,Low,4,0.2,199,0
30025739,Sales,0,0.67,3,Medium,2,0.97,169,0
30025740,Sales,0,0.72,3,Medium,2,0.96,195,0
30025741,Sales,0,0.5,5,Medium,3,0.81,205,0
30025742,Sales,0,0.48,4,Medium,4,0.2,156,0
30025743,Sales,0,0.71,3,Low,2,0.53,125,0
30025744,Sales,0,0.76,3,Low,4,0.75,171,0
30025745,Sales,0,0.91,4,Low,3,0.55,199,0
30025746,Sales,0,0.65,5,Low,2,0.58,187,0
30025747,Accounting,0,0.64,4,Low,4,0.99,218,0
30025748,Accounting,0,0.86,4,Low,3,0.96,268,0
30025749,Accounting,0,0.92,3,Low,2,0.82,257,0
30025750,Human Resource,0,0.77,4,Low,5,0.88,224,0
30025751,Human Resource,0,0.97,4,Low,4,0.78,221,0
30025752,Human Resource,0,0.47,6,Low,5,0.46,101,0
30025753,Human Resource,0,0.59,3,Low,2,0.88,224,0
30025754,Technical,0,0.55,3,Low,4,0.91,223,0
30025755,Technical,0,0.68,4,Low,4,0.6,271,0
30025756,Technical,0,0.51,3,Low,2,0.82,210,0
30025757,Technical,0,0.56,4,Low,3,0.67,241,0
30025758,Technical,0,0.61,3,Low,3,0.55,209,0
30025759,Technical,0,0.62,5,Low,4,0.73,186,0
30025760,Technical,0,0.68,4,Low,2,0.59,273,0
30025761,Technical,0,0.65,6,Low,2,0.4,172,0
30025762,Technical,0,0.99,3,Low,2,0.56,209,0
30025763,Technical,0,0.57,4,Low,2,0.87,175,0
30025764,Technical,0,0.53,5,Medium,3,0.5,239,0
30025765,Support,0,0.79,4,Medium,4,0.98,231,0
30025766,Support,0,0.96,4,Medium,3,0.71,131,0
30025767,Support,0,0.89,4,Medium,3,0.72,217,0
30025768,Support,0,0.83,4,Medium,2,0.5,242,0
30025769,Support,0,0.56,3,Medium,2,0.89,224,0
30025770,Support,0,0.68,3,Medium,3,0.56,208,0
30025771,Support,0,0.55,4,Medium,5,0.32,167,0
30025772,Support,0,0.88,5,Medium,2,0.96,269,0
30025773,Support,0,0.92,4,Medium,2,0.67,156,0
30025774,Support,0,0.7,3,Medium,6,0.26,238,0
30025775,Support,0,0.9,5,Medium,4,0.51,193,0
30025776,Technical,0,0.78,4,HIgh,5,0.16,196,0
30025777,Technical,0,0.71,5,Low,2,0.77,233,0
30025778,Technical,0,0.52,2,Medium,5,0.67,152,0
30025779,Management,0,0.77,4,Medium,2,0.36,252,0
30025780,IT,0,0.82,3,Medium,5,0.69,262,0
30025781,IT,0,0.76,3,Medium,4,0.72,261,0
30025782,IT,0,0.81,4,Low,2,0.72,144,0
30025783,IT,0,0.95,4,Low,3,0.88,234,0
30025784,IT,0,0.55,2,Low,2,0.91,234,0
30025785,Product Management,0,0.6,4,Low,2,0.96,170,0
30025786,Product Management,0,0.8,3,Low,4,0.49,238,0
30025787,Product Management,0,0.97,5,Low,3,0.59,242,0
30025788,Product Management,0,0.87,4,Low,3,0.8,209,0
30025789,IT,0,0.67,4,Low,3,0.91,206,0
30025790,Research and Development,0,0.79,4,Low,5,0.18,240,0
30025791,Research and Development,0,0.58,5,Low,2,0.94,215,0
30025792,Research and Development,0,0.61,3,Low,4,0.44,147,0
30025793,Research and Development,0,0.59,2,Low,2,0.96,265,0
30025794,Research and Development,0,0.97,4,Low,3,0.55,162,0
30025795,Marketing,0,0.54,4,Low,3,0.99,239,0
30025796,Sales,0,0.88,3,Low,2,0.75,224,0
30025797,Accounting,0,0.78,4,Low,3,0.66,256,0
30025798,Support,0,0.57,3,Low,3,0.96,263,0
30025799,Technical,0,0.86,6,Low,4,0.6,272,0
30025800,Management,0,0.78,4,Medium,4,0.64,159,0
30025801,Marketing,0,0.8,4,Medium,2,0.85,219,0
30025802,Marketing,0,0.53,3,Medium,6,0.3,210,0
30025803,Marketing,0,0.95,4,Medium,3,0.74,237,0
30025804,Sales,0,0.8,5,Medium,3,0.14,226,0
30025805,Sales,0,0.76,3,Medium,3,0.93,212,0
30025806,Sales,0,0.48,3,Medium,5,0.75,250,0
30025807,Sales,0,0.63,4,Medium,3,0.58,171,0
30025808,Sales,0,0.6,3,Medium,4,0.59,149,0
30025809,Sales,0,0.9,5,Medium,6,0.2,228,0
30025810,Sales,0,0.84,3,Medium,2,1,215,0
30025811,Sales,0,0.51,3,Medium,3,0.51,272,0
30025812,Sales,0,0.72,4,HIgh,6,0.16,192,0
30025813,Sales,0,0.56,5,Low,4,0.77,226,0
30025814,Sales,0,0.47,2,Medium,3,0.61,149,0
30025815,Sales,0,0.51,3,Medium,2,0.73,244,0
30025816,Sales,0,0.85,4,Medium,3,0.52,193,0
30025817,Sales,0,0.72,4,Medium,3,0.13,247,0
30025818,Sales,0,0.62,3,Low,3,0.73,181,0
30025819,Sales,0,0.68,2,Low,3,0.39,137,0
30025820,Sales,0,0.8,3,Low,4,0.92,211,0
30025821,Sales,0,0.78,5,Low,4,0.34,137,0
30025822,Sales,0,0.51,4,Low,2,0.94,229,0
30025823,Accounting,0,0.65,4,Low,3,0.82,168,0
30025824,Accounting,0,0.69,4,Low,3,0.26,180,0
30025825,Accounting,0,0.53,4,Low,2,0.78,177,0
30025826,Human Resource,0,0.95,4,Low,2,0.61,191,0
30025827,Human Resource,0,0.53,3,Low,2,0.5,191,0
30025828,Human Resource,0,0.96,4,Low,3,0.52,125,0
30025829,Human Resource,0,0.79,4,Low,3,0.89,152,0
30025830,Technical,0,0.52,4,Low,2,0.85,174,0
30025831,Technical,0,0.86,4,Low,3,0.62,135,0
30025832,Technical,0,0.67,2,Low,3,0.38,117,0
30025833,Technical,0,0.49,2,Low,5,0.55,180,0
30025834,Technical,0,0.84,4,Low,3,0.83,146,0
30025835,Technical,0,0.65,3,Low,3,0.62,249,0
30025836,Technical,0,0.54,3,Low,3,0.6,136,0
30025837,Technical,0,0.5,4,Low,3,0.62,198,0
30025838,Technical,0,0.88,5,Low,3,0.23,201,0
30025839,Technical,0,0.74,6,Medium,4,0.13,132,0
30025840,Technical,0,0.63,4,Medium,4,0.96,142,0
30025841,Support,0,0.74,5,Medium,3,0.5,256,0
30025842,Support,0,0.72,3,Medium,2,0.66,135,0
30025843,Support,0,0.72,4,Medium,2,0.61,209,0
30025844,Support,0,0.48,5,Medium,5,0.45,287,0
30025845,Support,0,0.95,4,Medium,3,0.5,222,0
30025846,Support,0,0.82,3,Medium,2,0.75,227,0
30025847,Support,0,0.5,4,Medium,2,0.88,162,0
30025848,Support,0,0.79,5,Medium,2,0.49,206,0
30025849,Support,0,0.87,5,Medium,6,0.82,273,0
30025850,Support,0,0.65,4,Medium,3,0.92,135,0
30025851,Support,0,0.85,5,HIgh,2,0.4,99,0
30025852,Technical,0,0.61,4,Low,4,0.36,166,0
30025853,Technical,0,0.99,5,Medium,3,0.8,187,0
30025854,Technical,0,0.65,4,Medium,3,0.68,134,0
30025855,Management,0,0.45,4,Medium,3,0.54,137,0
30025856,IT,0,0.69,3,Medium,2,0.73,175,0
30025857,IT,0,0.49,5,Low,2,0.64,188,0
30025858,IT,0,0.39,5,Low,4,0.12,161,0
30025859,IT,0,0.7,4,Low,6,0.6,145,0
30025860,IT,0,0.62,4,Low,6,0.36,111,0
30025861,Product Management,0,0.76,3,Low,2,0.63,176,0
30025862,Product Management,0,0.94,2,Low,3,0.67,192,0
30025863,Product Management,0,0.9,3,Low,2,0.83,179,0
30025864,Product Management,0,0.9,4,Low,3,0.48,224,0
30025865,IT,0,0.56,4,Low,5,0.89,241,0
30025866,Research and Development,0,0.96,3,Low,3,0.71,201,0
30025867,Research and Development,0,0.59,4,Low,2,0.31,138,0
30025868,Research and Development,0,0.84,5,Low,2,0.89,168,0
30025869,Research and Development,0,0.51,2,Low,3,0.38,120,0
30025870,Research and Development,0,0.92,3,Low,3,0.88,179,0
30025871,Marketing,0,0.85,3,Low,3,0.64,250,0
30025872,Sales,0,0.74,4,Low,3,0.65,237,0
30025873,Accounting,0,0.81,4,Low,3,0.65,192,0
30025874,Support,0,0.97,4,Low,3,0.54,258,0
30025875,Technical,0,0.76,4,Low,4,0.69,257,0
30025876,Management,0,0.78,2,Low,3,0.77,271,0
30025877,Marketing,0,0.66,3,Low,2,0.28,184,0
30025878,Marketing,0,0.4,6,Medium,6,0.33,214,0
30025879,Marketing,0,0.68,4,Medium,3,0.83,198,0
30025880,Sales,0,0.73,3,Medium,2,0.89,274,0
30025881,Sales,0,0.6,5,Medium,2,0.76,279,0
30025882,Sales,0,0.64,5,Medium,2,0.83,272,0
30025883,Sales,0,0.85,4,Medium,3,0.57,152,0
30025884,Sales,0,0.89,2,Medium,4,0.61,287,0
30025885,Sales,0,0.89,2,Medium,6,0.96,239,0
30025886,Sales,0,0.5,4,Medium,6,0.17,274,0
30025887,Sales,0,0.6,4,Medium,2,0.61,121,0
30025888,Sales,0,0.74,5,Medium,2,0.73,199,0
30025889,Sales,0,0.39,3,Medium,3,0.3,175,0
30025890,Sales,0,0.67,2,HIgh,3,0.42,115,0
30025891,Sales,0,0.75,3,Low,4,0.65,194,0
30025892,Sales,0,0.45,2,Medium,3,0.17,119,0
30025893,Sales,0,0.82,5,Medium,4,0.12,162,0
30025894,Sales,0,0.78,5,Medium,2,0.7,264,0
30025895,Sales,0,0.88,3,Medium,2,0.87,179,0
30025896,Sales,0,0.44,5,Low,3,0.43,213,0
30025897,Sales,0,0.65,3,Low,2,0.84,269,0
30025898,Sales,0,0.55,3,Low,3,0.94,160,0
30025899,Accounting,0,0.76,4,Low,2,0.89,133,0
30025900,Accounting,0,0.75,5,Low,3,0.69,201,0
30025901,Accounting,0,0.99,4,Low,5,0.18,160,0
30025902,Human Resource,0,0.69,3,Low,3,0.98,274,0
30025903,Human Resource,0,0.88,5,Low,4,0.3,245,0
30025904,Human Resource,0,0.53,3,Medium,3,0.51,237,0
30025905,Human Resource,0,0.9,3,Medium,6,0.76,279,0
30025906,Technical,0,0.96,4,Medium,3,0.67,207,0
30025907,Technical,0,0.84,4,Medium,6,0.12,218,0
30025908,Technical,0,0.41,5,Medium,2,0.42,240,0
30025909,Technical,0,0.76,3,Medium,3,0.69,153,0
30025910,Technical,0,0.96,3,Medium,2,0.63,144,0
30025911,Technical,0,0.62,2,Medium,3,0.66,159,0
30025912,Technical,0,0.5,3,Medium,2,0.5,237,0
30025913,Technical,0,0.82,5,Medium,2,0.67,148,0
30025914,Technical,0,0.62,4,Medium,3,0.59,205,0
30025915,Technical,0,0.78,2,Medium,3,0.75,264,0
30025916,Technical,0,0.89,5,Medium,2,0.88,189,0
30025917,Support,0,0.75,3,Medium,3,0.99,243,0
30025918,Support,0,0.42,2,Medium,2,0.44,199,0
30025919,Support,0,0.78,4,Medium,2,0.65,205,0
30025920,Support,0,0.63,3,Medium,4,0.88,184,0
30025921,Support,0,0.79,2,Medium,4,0.58,274,0
30025922,Support,0,0.9,4,Medium,3,0.99,181,0
30025923,Support,0,0.71,3,Medium,2,0.76,205,0
30025924,Support,0,0.98,5,Medium,5,0.14,172,0
30025925,Support,0,0.86,3,Medium,2,0.57,164,0
30025926,Support,0,0.82,3,Medium,2,0.52,138,0
30025927,Support,0,0.55,5,Medium,3,0.71,262,0
30025928,Technical,0,0.75,5,Medium,3,0.27,264,0
30025929,Technical,0,0.52,3,HIgh,2,0.49,225,0
30025930,Technical,0,0.5,3,HIgh,2,0.59,199,0
30025931,Management,0,0.65,6,HIgh,5,0.24,210,0
30025932,IT,0,0.87,6,HIgh,4,0.18,226,0
30025933,IT,0,0.62,5,HIgh,3,0.73,134,0
30025934,IT,0,0.63,6,HIgh,6,0.78,111,0
30025935,IT,0,0.73,5,HIgh,2,0.94,142,0
30025936,IT,0,0.53,3,HIgh,3,0.86,213,0
30025937,Product Management,0,0.88,4,HIgh,2,0.97,139,0
30025938,Product Management,0,0.54,3,HIgh,3,0.49,145,0
30025939,Product Management,0,0.48,4,HIgh,6,0.82,149,0
30025940,Product Management,0,0.64,4,HIgh,2,0.86,147,0
30025941,IT,0,0.39,3,Low,3,0.3,193,0
30025942,Research and Development,0,0.38,4,Low,2,0.7,270,0
30025943,Research and Development,0,0.78,5,Low,3,0.8,266,0
30025944,Research and Development,0,0.63,2,Low,4,0.36,278,0
30025945,Research and Development,0,0.61,3,Low,2,0.4,165,0
30025946,Research and Development,0,0.58,4,Low,2,0.8,175,0
30025947,Marketing,0,0.73,4,Low,4,0.98,140,0
30025948,Sales,0,0.67,3,Low,3,0.92,149,0
30025949,Accounting,0,1,3,Low,4,0.68,205,0
30025950,Support,0,0.59,3,Low,3,1,253,0
30025951,Technical,0,0.54,3,Low,4,0.8,222,0
30025952,Management,0,0.69,4,Low,4,0.85,216,0
30025953,Marketing,0,0.6,3,Low,2,0.69,139,0
30025954,Marketing,0,0.52,4,Low,2,0.57,252,0
30025955,Marketing,0,0.72,2,Low,2,0.33,173,0
30025956,Sales,0,0.48,6,Medium,3,0.19,178,0
30025957,Sales,0,0.63,3,Medium,2,0.5,160,0
30025958,Sales,0,0.88,3,Medium,4,0.52,261,0
30025959,Sales,0,0.52,6,Medium,3,0.13,188,0
30025960,Sales,0,0.73,4,Medium,5,0.18,219,0
30025961,Sales,0,0.64,4,Medium,3,0.86,263,0
30025962,Sales,0,0.59,4,Medium,3,0.86,165,0
30025963,Sales,0,0.76,6,Medium,6,0.16,218,0
30025964,Sales,0,0.46,2,Medium,3,0.43,239,0
30025965,Sales,0,0.63,3,Medium,2,0.79,212,0
